gene_symbol	variants	broad_loci_500kb	axes	axis_count	score_bands	source_sets	single_gene_variant_count	three_dimensional_link_count	crispr_link_count	catalog_distinct_exact_rsid_count	max_n_traits	max_n_families	median_max_score	example_variants
MB21D2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.2431515	rs281797
ME2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.19610316	rs686709
MICU2	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.16769068	rs1744907
MMP17	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.21685387	rs11246801
MTG2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.21935548	rs4925363
MYO10	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.21031111	rs7734046
NDUFB5	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.18029892	rs4147788
NECTIN3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.26225698	rs6765948
NEO1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.28714615	rs7496513
NSUN4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.2117487	rs9793263
NUCB2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.39703804	rs7108861
NUDT8	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.20559178	rs4646823
OTUD7A	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.25292295	rs898212
PANK3	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.31976795	rs292489
PCGF2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.273299	rs9899846
PGPEP1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.28654322	rs11086106
PLIN3	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	5	0.22425106	rs11881908
POLA2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.28941822	rs525141
POU2F3	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	5	0.27600095	rs1287160
PRR18	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.21059498	rs7758459
PTGES3L	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.2199549	rs4793187
PTPN2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.21136874	rs637643
PYURF	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.2757119	rs9784397
RAB11B	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	5	0.21393882	rs1808536
RANBP9	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	5	0.20722133	rs4715451
RHPN1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.2820806	rs7386102
RNF13	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	5	0.23422605	rs1350349
RNF24	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.21269101	rs2300217
SFXN4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.23565619	rs10466210
SGPP2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.20278499	rs13426706
SHMT2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.24440394	rs7956957
SNAI2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	5	0.29230833	rs1126259
SNX6	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	20	5	0.39068308	rs10136826
STK3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.29952127	rs2922068
STT3B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.3339761	rs10222558
SYNE2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.21307173	rs7153036
TBC1D30	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.32026148	rs10784422
TERF2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.21248877	rs11640113
TMBIM4	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.22115763	rs1152918
TMEM65	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.21420994	rs7002456
TPRKB	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.2973263	rs2685277
TRPV6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.2477536	rs10243382
TRRAP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.23238145	rs1685124
UBA2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.26188147	rs4619515
WDR25	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.22022884	rs1203548
XRN2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.26477253	rs6035825
ZFAND3	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	5	0.18028206	rs2180514
ZFHX3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.20670912	rs6499604
ZNF143	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.23954	rs729313
ADCY2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.22901951	rs4131923
ADRA2A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.20105615	rs7923004
AGMO	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.20593962	rs2196392
AMOTL1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.24164504	rs690270
ANK3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.22619988	rs7477771
ANKH	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.27056685	rs42679
ANO9	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.3242626	rs7394670
ARHGEF2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2153149	rs12043212
ARHGEF28	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.26420644	rs10942685
ARHGEF7	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.25173405	rs2147684
ARID3A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.2356283	rs349310
ARID4A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.22412926	rs3783694
ARPC4	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.21412638	rs9819655
ARVCF	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21674202	rs174699
ATG13	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.23817651	rs3802888
BAG1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.28229728	rs16919200
BAIAP2L1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.30132598	rs10240312
BBC3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.23293474	rs884171
BICDL1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.21099102	rs7968557
C11ORF49	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.20705116	rs71474198
C5ORF63	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.32938537	rs10065302
CABIN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.22227842	rs6004014
CAPN2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.20601895	rs4653581
CATIP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2011799	rs10932777
CBLB	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.26413497	rs2120103
CCDC112	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.29384023	rs267307
CCDC136	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.21550769	rs10954211
CCNK	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.24768566	rs11160517
CD22	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.23023157	rs2301151
CD6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.2344273	rs3019548
CDK5R1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.22130013	rs9889771
CDKN2C	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.24249482	rs12728955
CEMIP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.22724514	rs7182025
CEP170B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.28526962	rs2841215
CHCHD7	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	4	0.3269115	rs6474050
CISD3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.33164185	rs4795309
CIT	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.26175466	rs2393550
CLCN3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.24455251	rs11132810
CNST	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.26883614	rs6702823
COX15	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	13	4	0.18763554	rs10883407
CPZ	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.30225375	rs2631735
CYP26B1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.215192	rs9808444
DCAF5	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.34808034	rs61980267
DDAH1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	4	0.14246269	rs509112
DDX6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.24915428	rs10892306
DTL	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.26501188	rs61828532
DYNLL2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21291839	rs8071344
EFL1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	4	0.3065281	rs3973890
EFTUD2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.32560763	rs9916632
EMX2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.33053574	rs2420459
ENTPD7	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.25039488	rs4919382
ERMN	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.41623208	rs198688
EZR	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.22515321	rs901363
FAM53A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2670696	rs7660921
FHL5	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.3101524	rs9373985
FLNB	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.37671435	rs9834312
FN1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.22698067	rs6725958
GIPC1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.23225766	rs3810255
GLRA3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.2678284	rs493096
GLUL	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.24368073	rs2243457
GNA14	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.25317246	rs2378081
GUK1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.20975958	rs6668719
GYPB	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.2016466	rs2036880
HECW2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.46047676	rs13011223
HELZ	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	4	0.31964514	rs11657175
HEXA	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.21365635	rs10744963
HNRNPF	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2193967	rs2245413
HSPA4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.26726753	rs6859346
HVCN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.26743147	rs7957299
IL6ST	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	4	0.17777875	rs6863337
IMP4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.22775826	rs10198499
INPP4A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.24724767	rs3754874
KAT6A	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.2132923	rs11779404
KIF13B	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.28978512	rs597695
KIFAP3	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.31994686	rs10919299
KLHL12	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.24763428	rs7531745
LANCL1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21975356	rs114593068
LRIG3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.23562002	rs7306532
LYRM9	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2093555	rs77226682
MCU	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	4	0.19128436	rs3009553
MELTF	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.20285115	rs9857189
MROH6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2032434	rs7817301
MRPL21	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.22926828	rs3019594
MRPL42	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	4	0.18912368	rs10745654
MSANTD3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.26448402	rs10512271
NABP1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.22191244	rs7558471
NADK	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.20946196	rs6603797
NATD1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.26435342	rs7219901
NBPF1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.23518936	rs3936146
NDUFAF6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.31902853	rs2515235
NFIC	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.3217523	rs4806933
NFRKB	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.20030518	rs690786
NOL6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.21823621	rs2992821
NOTCH1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21949089	rs10735656
NPTX1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.23847717	rs4561525
NR2F1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.21988806	rs1147165
NUDCD3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.20923305	rs4410809
NVL	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21291506	rs10916585
ODF2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.28721845	rs945836
PAG1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	4	0.32509777	rs4412411
PALD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2108086	rs729121
PAQR5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.2189734	rs11072095
PISD	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.20641987	rs135111
PITX1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.3406552	rs254572
PLBD2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.29436228	rs10774689
PLD3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.26337275	rs8111561
PPDPF	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.20291337	rs6011853
PRKACB	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.21270385	rs603939
PRKDC	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.29243186	rs10091017
PRPH2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2251438	rs7768961
PTAR1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.21348205	rs10511969
PTGER3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.20197919	rs541667
PTPRM	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.224708	rs984377
RAB3IP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.36131033	rs1882193
RARA	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.2571211	rs12946680
RBL2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.23038158	rs1861351
RCAN2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.23196219	rs9395195
RERE	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.30249846	rs754346
ROBO1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.21513037	rs1447834
SBK2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21533163	rs8100922
SEC24B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.26346284	rs13123618
SF3B2	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	4	0.29123908	rs10896065
SFRP1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.2150368	rs3824277
SGK1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.22634658	rs9402619
SIPA1L3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.23464207	rs833910
SIRPB1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.2805877	rs2422615
SLC25A21	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	4	0.13765743	rs4900700
SLC25A48	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.30619118	rs4317317
SLC2A11	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.22807154	rs2858908
SLC35A5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	4	4	0.22335881	rs766968
SLC39A3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2530192	rs759071
SNAPC1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.22910142	rs217665
SPATA6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.21596125	rs2253233
SSC5D	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.21349835	rs2059138
ST3GAL5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.35224798	rs6547655
SULF2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.24633348	rs2145134
SYT7	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2126985	rs174868
TAX1BP3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.22041777	rs160580
TJP2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.20526087	rs2309428
TLE1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	4	0.34507012	rs11139465
TLE4	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.20433572	rs4877501
TMEM104	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	4	0.15238328	rs690418
TMEM19	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.24386951	rs10784930
TMTC4	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.26127708	rs1572641
TNC	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.25081745	rs4637918
TNFRSF10D	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.23397548	rs20575
TNS4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.33930945	rs1901187
TOP1MT	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.2009401	rs2467950
TPM1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.22204152	rs10775183
TRAK1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	4	0.22495389	rs4974016
TRIM9	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	4	0.16992208	rs10151412
TSC22D4	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.34705803	rs73405382
USP48	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.37750173	rs7539759
VASP	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.22194405	rs1573606
VCL	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	4	0.31134105	rs2270548
WDR26	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.208028	rs4654023
WWC2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.20607448	rs1377940
ZNF286A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	4	0.2169382	rs10521309
ZNF468	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	4	0.22673474	rs8101252
ZNF687	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	4	0.24141946	rs4971023
ZNRF1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	4	0.25551865	rs6564201
